ID,Parent Company,Acquisition Year,Acquisition Month,Acquired Company,Business,Country,Acquisition Price,Category,Derived Products
381,Hp,-,-,Knightsbridge Solutions,Information management,-,-,-,-
382,Hp,-,-,Bitfone Corp.,Computer software,-,-,-,-
383,Hp,-,-,Bristol Technology,Computer software,-,-,-,-
384,Hp,-,-,Polyserve,Computer software,-,-,-,-
385,Hp,-,-,Tabblo Inc.,Computer software,-,-,-,-
386,Hp,-,-,Arteis,Computer software,-,-,-,-
387,Hp,-,-,SPI Dynamic Inc.,Computer software,-,-,-,-
388,Hp,2007,Jul,Opsware,Computer software,-,1600000000,-,-
389,Hp,-,-,Neoware,Thin client,-,214000000,-,-
390,Hp,-,-,MacDermid ColorSpan Inc.,Printer manufacturer,-,-,-,-
391,Hp,-,-,Atos Origin Middle East Group,Information technology consulting,-,-,-,-
392,Hp,2008,Feb,EYP Mission Critical Facilities Inc.,Information technology consulting,-,-,-,-
393,Hp,2008,Mar,NUR Macroprinters Ltd,Printer,-,457076000,-,-
394,Hp,2008,Mar,Exstream Software,Computer software,-,371000000,-,-
395,Hp,-,-,TOWER Software,Computer software,-,101529000,-,-
396,Hp,-,-,Colubris Networks,Wireless networking,-,-,-,-
397,Hp,2008,Aug,Electronic Data Systems,Information technology consulting,-,13900000000,-,-
398,Hp,-,-,LeftHand Networks Inc.,Data storage,-,360000000,-,-
399,Hp,2009,Aug,"IBRIX, Inc.",Computer software,-,-,-,-
400,Hp,2010,Apr,3Com,Computer networking,-,2700000000,-,-
401,Hp,2010,Jun,Melodeo,Computer software,-,30000000,-,-
402,Hp,2010,Jun,Phoenix Technologies,Computer software,-,12000000,-,-
403,Hp,2010,Jul,"Palm, Inc.",Smartphone manufacturer,-,1200000000,-,-
404,Hp,2010,Aug,Stratavia,Computer software,-,-,-,-
405,Hp,2010,Sep,3PAR,Data Storage,-,2350000000,-,-
406,Hp,2010,Sep,Fortify Software,Computer software,-,-,-,-
407,Hp,2010,Oct,ArcSight,Corporate computer security management,-,1500000000,-,-
408,Hp,2011,Mar,"Vertica Systems, Inc.",Enterprise database software,-,350000000,-,-
409,Hp,2011,Oct,Autonomy Corporation,Information management,-,11000000000,-,-
410,Hp,2011,Dec,Hiflex,Information management,-,-,-,-
411,Hp,2013,Feb,Memlane,Information technology,-,-,-,-
412,Hp,2014,May,Shunra,Computer networking software,-,-,-,-
413,Hp,2014,Sep,Eucalyptus,Cloud computing software,-,-,-,-
414,Hp,2015,May,Voltage Security,Cloud security software,-,-,-,-
415,Hp,2015,Feb,Aruba Networks,Mobile networking,-,-,-,-
416,Hp,2015,May,ConteXtream,Networking software,-,-,-,-
417,Hp,2016,Feb,Trilead,Data protection software,-,undisclosed,-,-
418,Hp,2016,May,RASA Networks,Network Performance and Analytics software,-,undisclosed,-,-
419,Hp,2016,Aug,SGI,Computer hardware,-,275000000,-,-
420,Hp,-,-,Samsung's Printing Business,Printing and Imaging,South Korea,1050000000,-,-
421,Hp,2017,May,SimpliVity,Hyperconverged Infrastructure,-,650000000,-,-
422,Hp,2017,Jan,Cloud Cruiser,Cloud Cost Management and Optimization,-,-,-,-
423,Hp,-,-,Nimble Storage,Flash and Hybrid Data Storage,-,1090000000,-,-
424,Hp,2021,Feb,HyperX,Computer peripherals,-,425000000,-,-
425,Hp,2021,Oct,Teradici,Remote desktop software,-,-,-,-
426,Google,2001,Feb,Dejavue,Usenet,-,-,-,Google Groups
427,Google,2001,Sep,Outride,Web search engine,-,-,-,Google Personalized Search
428,Google,2003,Feb,Pyra Labs,Weblog software,-,-,-,Blogger
429,Google,2003,Apr,Neotonic Software,Customer relationship management,-,-,-,"Google Groups, Gmail"
430,Google,2003,Apr,Applied Semantics,Online advertising,-,102000000,-,"AdSense, AdWords"
431,Google,2003,Sep,Kaltix,Web search engine,-,-,-,iGoogle
432,Google,2003,Oct,Sprinks,Online advertising,-,-,-,"AdSense, AdWords"
433,Google,2003,Oct,Genius Labs,Blogging,-,-,-,Blogger
434,Google,2004,May,Ignite Logic,HTML editor,-,-,-,Google Sites
435,Google,2004,Jul,Picasa,Image organizer,-,-,-,"Picasa, Blogger"
436,Google,2004,Sep,ZipDash,Traffic analysis,-,-,-,Google Maps
437,Google,2004,Oct,Where2,Map analysis,-,-,-,Google Maps
438,Google,2004,Oct,Keyhole,Map analysis,-,-,-,"Google Maps, Google Earth"
439,Google,2005,Mar,Urchin Software Corporation,Web analytics,-,-,-,Google Analytics
440,Google,2005,May,Dodgeball,Social networking service,-,-,-,Google Latitude
441,Google,2005,Jul,Akwan Information Technologies,Search engines,-,-,-,Internet backbone
442,Google,2005,Jul,Reqwireless,Mobile browser,-,-,-,Google Mobile
443,Google,2005,Aug,Android,Mobile operating system,-,50000000,-,Android
444,Google,2005,Nov,Skia,Graphics library,-,-,-,Skia
445,Google,2005,Dec,Phatbits,Widget engine,-,-,-,Google Desktop
446,Google,2005,Dec,allPAY,Mobile software,-,-,-,Google Mobile
447,Google,2005,Dec,bruNET,Mobile software,-,-,-,Google Mobile
448,Google,2006,Jan,dMarc Broadcasting,Advertising,-,102000000,-,AdSense
449,Google,2006,Feb,Measure Map,Weblog software,-,-,-,Google Analytics
450,Google,2006,Mar,Upstartle,Word processor,-,-,-,Google Docs
451,Google,2006,Mar,@Last Software,3D modeling software,-,-,-,Google Sketchup
452,Google,2006,Apr,Orion,Web search engine,-,-,-,Google Search
453,Google,2006,Jun,2Web Technologies,Online spreadsheets,-,-,-,Google Spreadsheet
454,Google,2006,Aug,Neven Vision Germany,Computer vision,-,-,-,"Picasa, Google Goggles"
455,Google,2006,Oct,YouTube,Video sharing,-,-,-,YouTube
456,Google,2006,Oct,JotSpot,Web application,-,-,-,Google Sites
457,Google,2006,Dec,Endoxon,Mapping,-,28000000,-,Google Maps
458,Google,2007,Feb,Adscape,In-game advertising,-,23000000,-,AdSense
459,Google,2007,Mar,Trendalyzer,Statistical software,-,-,-,Google Analytics
460,Google,2007,May,Crusix,Social networking service,-,-,-,YouTube
461,Google,2007,Apr,Tonic Systems,Presentation program,-,-,-,Google Docs
462,Google,2007,Apr,Marratech,Videoconferencing,-,15000000,-,"Google Talk, Google Hangouts"
463,Google,2007,Apr,DoubleClick,Online advertising,-,-,-,AdSense
464,Google,2007,May,GreenBorder,Computer security,-,-,-,Google Chrome
465,Google,2007,Jun,Panoramio,Photo sharing,-,-,-,Panoramio
466,Google,2007,Jun,FeedBurner,Web feed,-,100000000,-,FeedBurner
467,Google,2007,Jun,PeakStream,Parallel processing,-,-,-,Android
468,Google,2007,Jun,Zenter,Presentation program,-,-,-,Google Docs
469,Google,2007,Jul,GrandCentral,Voice over IP,-,45000000,-,Google Voice
470,Google,2007,Jul,ImageAmerica,Aerial photography,-,-,-,Google Maps
471,Google,2007,Jul,Postini,Communications security,-,625000000,-,Gmail
472,Google,2007,Sep,Zingku,Social networking service,-,-,-,Google Mobile
473,Google,2007,Oct,Jaiku,Microblogging,-,-,-,Google Mobile
474,Google,2008,Jul,Omnisio,Online video,-,15000000,-,YouTube
475,Google,2008,Sep,TNC,Weblog software,-,-,-,Blogger
476,Google,2009,Aug,On2,Video compression,-,133000000,-,"WebM, YouTube"
477,Google,2009,Sep,reCAPTCHA,Security,-,-,-,"Google Books, reCAPTCHA"
478,Google,2009,Nov,AdMob,Mobile advertising,-,-,-,"DoubleClick, Invite Media"
479,Google,2009,Nov,Gizmo5,Voice over IP,-,30000000,-,"Google Talk, Google Hangouts"
480,Google,2009,Nov,Teracent,Online advertising,-,-,-,AdSense
481,Google,2009,Dec,AppJet,Collaborative real-time editor,-,-,-,"Google Wave, Google Docs"
482,Google,2010,Feb,Aardvark,Social search,-,50000000,-,Aardvark
483,Google,2010,Feb,reMail,Email search,-,-,-,Gmail
484,Google,2010,Mar,Picnik,Photo editing,-,-,-,Picasa
485,Google,2010,Mar,DocVerse,Microsoft Office files sharing site,-,25000000,-,Google Docs
486,Google,2010,Apr,Episodic,Online video platform start-up,-,-,-,YouTube
487,Google,2010,Apr,Plink,Visual search engine,-,-,-,Google Goggles
488,Google,2010,Apr,Agnilux,Server CPUs,-,-,-,Android
489,Google,2010,Apr,LabPixies,Gadgets,-,-,-,"iGoogle, Android"
490,Google,2010,Apr,BumpTop,Desktop environment,-,30000000,-,Android
491,Google,2010,May,Global IP Solutions,Video and audio compression,-,68200000,-,WebRTC
492,Google,2010,May,Simplify Media,Music streaming,-,-,-,Android
493,Google,2010,May,Ruba.com,Travel,-,-,-,iGoogle
494,Google,2010,Jun,Invite Media,Advertising,-,81000000,-,DoubleClick
495,Google,2010,Jul,Metaweb,Semantic search,-,-,-,Google Search
496,Google,2010,Aug,Zetawire,"Mobile payment, NFC",-,-,-,"Android, Google Wallet, Google Checkout"
497,Google,2010,Aug,Instantiations,Java/Eclipse/AJAX developer tools,-,-,-,Google Web Toolkit
498,Google,2010,Aug,Slide.com,Social gaming,-,228000000,-,"Google+, Orkut, Google Play"
499,Google,2010,Aug,Jambool,Social Gold payment,-,70000000,-,"Google+, Orkut"
500,Google,2010,Aug,Like.com,Visual search engine,-,100000000,-,Google Shopping
501,Google,2010,Aug,Angstro,Social networking service,-,-,-,"Google, Google Alert"
502,Google,2010,Aug,SocialDeck,Social gaming,-,-,-,"Google, Google+"
503,Google,2010,Sep,Quiksee,Online video,-,10000000,-,Google Maps
504,Google,2010,Sep,Plannr,Schedule management,-,-,-,Google+
505,Google,2010,Oct,BlindType,Touch typing,-,-,-,Android
506,Google,2010,Dec,Phonetic Arts,Speech synthesis,-,-,-,"Google Voice, Google Translate"
507,Google,2010,Dec,Widevine Technologies,DRM,-,-,-,Google TV
508,Google,2011,Jan,eBook Technologies,E-book,-,-,-,Google Books
509,Google,2011,Jan,SayNow,Voice recognition,-,-,-,Google Voice
510,Google,2011,Mar,Zynamics,Security,-,-,-,Project Zero
511,Google,2011,Mar,BeatThatQuote.com,Price comparison service,-,65000000,-,Google Shopping
512,Google,2011,Mar,Next New Networks,Online video,-,-,-,YouTube
513,Google,2011,Mar,Green Parrot Pictures,Digital video,-,-,-,YouTube
514,Google,2011,Apr,PushLife,Service provider,-,25000000,-,Google Play
515,Google,2011,Apr,ITA Software,Travel technology,-,676000000,-,Google Flights
516,Google,2011,Apr,TalkBin,Mobile software,-,-,-,Android
517,Google,2011,May,Sparkbuy,Product search,-,-,-,Google Shopping
518,Google,2011,Jun,PostRank,Social media analytics service,-,-,-,Google+ Google Analytics
519,Google,2011,Jun,Admeld,Online advertising,-,400000000,-,"DoubleClick, Invite Media"
520,Google,2011,Jun,SageTV,Media center,-,-,-,"Google TV, Google Fiber, Android TV"
521,Google,2011,Jul,Punchd,Loyalty program,-,-,-,Google Offers
522,Google,2011,Jul,Fridge,Social groups,-,-,-,Google+
523,Google,2011,Jul,PittPatt,Facial recognition system,-,-,-,Android
524,Google,2011,Aug,Dealmap,One deal a day service,-,-,-,Google Offers
525,Google,2011,Aug,Motorola Mobility,Mobile device manufacturer,-,-,-,"Android, Google TV, Android TV, Patent portfolio"
526,Google,2011,Sep,Zave Networks,Digital coupons,-,-,-,Google Offers
527,Google,2011,Sep,Zagat,Restaurant reviews,-,151000000,-,"Google Places, Google Maps"
528,Google,2011,Sep,DailyDeal,One deal a day service,-,114000000,-,Google Offers
529,Google,2011,Oct,SocialGrapple,Social media analytics service,-,-,-,Google+ Google Analytics
530,Google,2011,Nov,Apture,Instantaneous search,-,-,-,Google Search
531,Google,2011,Nov,Katango,Social circle organization,-,-,-,Google+
532,Google,2011,Dec,RightsFlow,Music rights management,-,-,-,YouTube
533,Google,2011,Dec,Clever Sense,Local recommendations app,-,-,-,Google Maps
534,Google,2012,Mar,Milk,Software company,-,-,-,Google+
535,Google,2012,Apr,TxVia,Online payments,-,-,-,"Google Wallet, Google Checkout"
536,Google,2012,Jun,Meebo,Social networking,-,100000000,-,Google+
537,Google,2012,Jun,Quickoffice,Mobile office suite,-,-,-,Google Docs
538,Google,2012,Jul,Sparrow,Mobile apps,-,25000000,-,Gmail
539,Google,2012,-,WIMM Labs,Android-powered smartwatches,-,-,-,Android Wear
540,Google,2012,Aug,Wildfire Interactive,Social media marketing,-,450000000,-,"Google, Google+"
541,Google,2012,Sep,VirusTotal.com,Security,-,-,-,Chronicle
542,Google,2012,Sep,Nik Software,Photography,-,-,-,"Google, Android"
543,Google,2012,Oct,Viewdle,Facial recognition,-,45000000,-,Android
544,Google,2012,Nov,Incentive Targeting,Digital coupons,-,-,-,Google Offers
545,Google,2012,Nov,BufferBox,Package delivery,-,17000000,-,"Google Shopping, Android"
546,Google,2013,Feb,Channel Intelligence,Product ecommerce,-,125000000,-,Google Shopping
547,Google,2013,Mar,DNNresearch,Deep Neural Networks,-,44000000,-,"Google, X"
548,Google,2013,Mar,Talaria Technologies,Cloud computing,-,-,-,Google Cloud
549,Google,2013,Apr,Behavio,Social Prediction,-,-,-,Google Now
550,Google,2013,Apr,Wavii,Natural Language Processing,-,30000000,-,Google Knowledge Graph
551,Google,2013,May,Makani Power,Airborne wind turbines,-,-,-,X
552,Google,2013,Jun,Waze,GPS navigation software,-,966000000,-,"Google Maps, Waze"
553,Google,2013,Sep,Bump,Mobile software,-,-,-,Google Photos
554,Google,2013,Oct,Flutter,Gesture recognition technology,-,40000000,-,"Google, Android, X"
555,Google,2013,Oct,FlexyCore,DroidBooster App for Android,-,23000000,-,Android
556,Google,2013,Dec,Schaft,"Robotics, humanoid robots",-,-,-,X
557,Google,2013,Dec,Industrial Perception,"Robotic arms, computer vision",-,-,-,X
558,Google,2013,Dec,Redwood Robotics,Robotic arms,-,-,-,X
559,Google,2013,Dec,Meka Robotics,Robots,-,-,-,X
560,Google,2013,Dec,Holomni,Robotic wheels,-,-,-,X
561,Google,2013,Dec,Bot & Dolly,Robotic cameras,-,-,-,X
562,Google,2013,Dec,Autofuss,Ads and Design,-,-,-,X
563,Google,2014,Jan,Bitspin,Timely App for Android,-,-,-,Android
564,Google,2014,Jan,Nest Labs,Home automation,-,-,-,Nest Labs
565,Google,2014,Jan,Impermium,Internet security,-,-,-,Project Zero
566,Google,2014,Jan,DeepMind Technologies,Artificial intelligence,-,625000000,-,Google DeepMind
567,Google,2014,Feb,SlickLogin,Internet Security,-,-,-,Project Zero
568,Google,2014,Feb,spider.io,Anti-click fraud,-,-,-,"DoubleClick, AdSense"
569,Google,2014,Mar,GreenThrottle,Gadgets,-,-,-,Android
570,Google,2014,Apr,Titan Aerospace,High-altitude UAVs,-,-,-,Project Loon
571,Google,2014,May,Rangespan,E-commerce,-,-,-,Google Shopping
572,Google,2014,May,Adometry,Online advertising attribution,-,-,-,Google Analytics AdSense
573,Google,2014,May,Appetas,Restaurant website creation,-,-,-,Google My Business
574,Google,2014,May,Stackdriver,Cloud computing,-,-,-,Google Cloud Platform
575,Google,2014,May,MyEnergy,Online energy usage monitoring,-,-,-,Nest Labs
576,Google,2014,May,Quest Visual,Augmented reality,-,-,-,Google Translate
577,Google,2014,May,Divide,Mobile device management,-,-,-,Android for Work
578,Google,2014,Jun,Skybox Imaging,Satellite,-,500000000,-,"Google Maps, Project Loon"
579,Google,2014,Jun,mDialog,Online advertising,-,-,-,DoubleClick
580,Google,2014,Jun,Alpental Technologies,Wireless,-,-,-,Google
581,Google,2014,Jun,Dropcam,Home monitoring,-,555000000,-,Nest Labs
582,Google,2014,Jun,Appurify,Automated application testing,-,-,-,Android
583,Google,2014,Jul,Songza,Music streaming,-,-,-,"Google Play, Android TV"
584,Google,2014,Jul,drawElements,Graphics compatibility testing,-,-,-,Android
585,Google,2014,Aug,Emu,IM client,-,-,-,"Google Hangouts, Google Now"
586,Google,2014,Aug,Director,Mobile video,-,-,-,"YouTube, Android"
587,Google,2014,Aug,Jetpac,"Artificial intelligence, image recognition",-,-,-,Picasa
588,Google,2014,Aug,Gecko Design,Mechanical design,-,-,-,X
589,Google,2014,Aug,Zync Render,Cloud-based visual effects software,-,-,-,Google Cloud Platform
590,Google,2014,Sep,Lift Labs,Liftware,-,-,-,Verily
591,Google,2014,Sep,Polar,Social polling,-,-,-,Google+
592,Google,2014,Oct,Firebase,Application development platform,-,-,-,Google Cloud Platform
593,Google,2014,Oct,Dark Blue Labs & Vision Factory,Artificial intelligence,-,10000000,-,Google DeepMind
594,Google,2014,Oct,Revolv,Home automation,-,-,-,Nest Labs
595,Google,2014,Nov,RelativeWave,Mobile software prototyping,-,-,-,Android
596,Google,2014,Dec,Vidmaker,Video editing,-,-,-,YouTube
597,Google,2015,Feb,Launchpad Toys,Child-friendly apps,-,-,-,YouTube for Kids
598,Google,2015,Feb,Odysee,Multimedia sharing and storage,-,-,-,Google+
599,Google,2015,Feb,Softcard,Mobile payments,-,-,-,Android Pay
600,Google,2015,Feb,Red Hot Labs,App advertising and discovery,-,-,-,Google Play
601,Google,2015,Apr,Thrive Audio,Surround sound technology,-,-,-,Google Cardboard
602,Google,2015,Apr,Skillman & Hackett,Virtual reality software,-,-,-,Tilt Brush
603,Google,2015,May,Timeful,Mobile software,-,-,-,"Google Inbox, Google Calendar"
604,Google,2015,May,Pulse.io,Mobile app optimizer,-,-,-,Android
605,Google,2015,Jul,Pixate,Mobile software prototyping,-,-,-,Android
606,Google,2015,Sep,Oyster,E-book subscriptions,-,-,-,Google Play Books
607,Google,2015,Sep,Jibe Mobile,Rich Communication Services,-,-,-,Messages
608,Google,2015,Jun,Agawi,Mobile application streaming,-,-,-,"Android, Google Play"
609,Google,2015,Oct,Digisfera,360-degree photography,-,-,-,Street View
610,Google,2015,Nov,Fly Labs,Video editing,-,-,-,Google Photos
611,Google,2015,Nov,bebop,Cloud software,-,380000000,-,Google Cloud Platform
612,Google,2016,Feb,BandPage,Platform for musicians,-,-,-,YouTube
613,Google,2016,Feb,Pie,Enterprise communications,-,-,-,Spaces
614,Google,2016,May,Synergyse,Interactive learning platform,-,-,-,Google Docs
615,Google,2016,Jun,Webpass,Internet service provider,-,-,-,Google Fiber
616,Google,2016,Jul,Moodstocks,Image recognition,-,-,-,Google Photos
617,Google,2016,Jul,Anvato,Cloud-based video services,-,-,-,Google Cloud Platform
618,Google,2016,Jul,Kifi,Link management,-,-,-,Spaces
619,Google,2016,Jul,LaunchKit,Mobile developer tools,-,-,-,Firebase
620,Google,2016,Aug,Orbitera,Cloud software,-,100000000,-,Google Cloud Platform
621,Google,2016,Sep,Apigee,API management and predictive analytics,-,625000000,-,Google Cloud Platform
622,Google,2016,Sep,Urban Engines,Location-based analytics,-,-,-,Google Maps
623,Google,2016,Sep,API.AI,Natural language processing,-,-,-,Google Assistant
624,Google,2016,Oct,FameBit,Branded content,-,-,-,YouTube
625,Google,2016,Oct,Eyefluence,"Eye tracking, virtual reality",-,-,-,-
626,Google,2016,Nov,LeapDroid,Android Emulator,-,-,-,Android
627,Google,2016,Nov,Qwiklabs,Cloud-based hands-on training platform,-,-,-,Google Cloud Platform
628,Google,2016,Dec,Cronologics,Smartwatches,-,-,-,Android Wear
629,Google,2017,Jan,Limes Audio,Voice communication,-,-,-,"Google Duo, Google Hangouts"
630,Google,2017,Jan,Fabric,Mobile app platform,-,-,-,Firebase
631,Google,2017,Mar,Kaggle,Data science,-,-,-,Google Cloud Platform
632,Google,2017,Mar,AppBridge,Productivity suite,-,-,-,Google Docs
633,Google,2017,May,Owlchemy Labs,Virtual reality studio,-,-,-,-
634,Google,2017,Jul,Halli Labs,Artificial intelligence,-,-,-,-
635,Google,2017,Aug,AIMatter,Computer vision,-,-,-,YouTube
636,Google,2017,Sep,HTC (portions),Talent and intellectual property licenses,-,-,-,Google Pixel
637,Google,2017,Sep,Bitium,Single sign-on and identity management,-,-,-,Google Cloud Platform
638,Google,2017,Oct,Relay Media,AMP converter,-,-,-,Accelerated Mobile Pages
639,Google,2017,Oct,60db,Podcasts,-,-,-,"Google Play Music, Google Podcasts"
640,Google,2018,Jan,Redux,Audio,-,-,-,-
641,Google,2018,Mar,Tenor,GIF image search,-,-,-,"Google Images, Gboard"
642,Google,2018,May,Velostrata,Cloud migration,-,-,-,Google Cloud Platform
643,Google,2018,May,Cask,"Big data, Hadoop",-,-,-,Google Cloud Platform
644,Google,2018,Aug,GraphicsFuzz,GPU reliability,-,-,-,Android
645,Google,2018,Sep,Senosis,Health monitoring,-,-,-,Nest Labs
646,Google,2018,Oct,Onward,"Machine learning, natural language processing",-,-,-,-
647,Google,2018,Nov,Workbench Education,Education technology,-,-,-,Google Classroom
648,Google,2018,Dec,Sigmoid Labs,Indian Railways Train Tracking,-,40000000,-,Google Maps
649,Google,2018,Dec,DevOps Research and Assessment,Research and Assessment,-,-,-,Google Cloud Platform
650,Google,2019,Jan,Superpod,Question and answer app,-,60000000,-,Google Assistant
651,Google,2019,Feb,Alooma,"Big data, cloud migration",-,-,-,Google Cloud Platform
652,Google,2019,Mar,Nightcorn,Video sharing,-,-,-,YouTube
653,Google,2019,Jun,Looker,"Big data, analytics",-,-,-,Google Cloud Platform
654,Google,2019,Jul,Elastifile,File storage,-,-,-,Google Cloud Platform
655,Google,2019,Oct,Socratic,Learning apps,-,-,-,Google Classroom
656,Google,2019,Nov,CloudSimple,Cloud hosting,-,-,-,Google Cloud Platform
657,Google,2019,Dec,Typhoon Studios,Video game development,-,-,-,Stadia
658,Google,2020,Jan,AppSheet,Mobile app development,-,-,-,Google Cloud Platform
659,Google,2020,Jan,Pointy,Local retail inventory feeds,-,163000000,-,Google Maps
660,Google,2020,Feb,Cornerstone Technology B.V.,"Mainframe, cloud migration",-,-,-,Google Cloud Platform
661,Google,2020,Jun,North,Smart glasses,-,180000000,-,-
662,Google,2020,Aug,Stratozone,Cloud Assessment,-,-,-,Google Cloud Platform
663,Google,2020,Dec,Dataform,"Big data, analytics",-,-,-,Google Cloud Platform
664,Google,2020,Dec,Neverware,Chrome OS distribution,-,-,-,Chrome OS
665,Google,2020,Dec,Actifio,"Backup, Disaster Recovery",-,-,-,Google Cloud Platform
666,Google,2021,Jan,Fitbit,Wearables,-,-,-,Wear OS
667,Google,2021,Feb,Provino,Cloud hardware,-,-,-,Tensor processing unit
668,Google,2021,Apr,Dysonics,Audio hardware,-,-,-,Pixel Buds
669,Google,2021,Sep,Playspace,Collaboration tool,-,-,-,Google Workspace
670,Microsoft,1987,Jul,"Forethought, Inc.",Computer software,-,14000000,-,-
671,Microsoft,1991,Mar,Consumers Software,Software,-,-,-,-
672,Microsoft,1992,Jun,Fox Software,PC database software,-,-,-,-
673,Microsoft,1994,Feb,Softimage,Wholesale 3-D visualization software,-,130000000,-,-
674,Microsoft,1994,Sep,Altamira Software,Software,-,-,-,-
675,Microsoft,1994,Nov,NextBase,Software,-,-,-,-
676,Microsoft,1994,Nov,One Tree Software,Software,-,-,-,-
677,Microsoft,1995,Feb,RenderMorphics,3D graphics hardware,-,-,-,-
678,Microsoft,1995,Jul,Network Managers,Systems design,-,-,-,-
679,Microsoft,1995,Oct,The Blue Ribbon SoundWorks,Software,-,-,-,-
680,Microsoft,1995,Nov,Netwise,Computer software,-,-,-,-
681,Microsoft,1995,Dec,Bruce Artwick Organization,Programming,-,-,-,-
682,Microsoft,1996,Jan,Vermeer Technologies,Software,-,133000000,-,-
683,Microsoft,1996,Mar,VGA-Animation Software Div,Software,-,-,-,-
684,Microsoft,1996,Mar,Colusa Software,Software,-,-,-,-
685,Microsoft,1996,Apr,Exos,Video game controllers,-,-,-,-
686,Microsoft,1996,Apr,Aspect Software Engineering,Computer software,-,14150000,-,-
687,Microsoft,1996,Jun,eShop Inc.,Software,-,50000000,-,-
688,Microsoft,1996,Jun,Electric Gravity,Electronic games,-,-,-,-
689,Microsoft,1996,Nov,Panorama Software Sys-On-Line,Software,-,-,-,-
690,Microsoft,1997,Feb,NetCarta,Internet software,-,20000000,-,-
691,Microsoft,1997,Mar,Interse,Internet software,-,-,-,-
692,Microsoft,1997,Apr,WebTV Networks,Internet service provider,-,425000000,-,-
693,Microsoft,1997,May,Dimension X,Java-based platforms,-,-,-,-
694,Microsoft,1997,Jun,Cooper & Peters,Programming,-,-,-,-
695,Microsoft,1997,Jun,LinkAge Software,Internet software development,-,-,-,-
696,Microsoft,1997,Aug,VXtreme,Internet video software,-,-,-,-
697,Microsoft,1997,Dec,Hotmail,Internet software,-,500000000,-,-
698,Microsoft,1998,Feb,Flash Communications,Enterprise instant messaging software,-,-,-,-
699,Microsoft,1998,Apr,Firefly,Relationship management software,-,40000000,-,-
700,Microsoft,1998,Apr,MESA Group,Data sharing software,-,-,-,-
701,Microsoft,1998,Aug,Valence Research,Internet software,-,-,-,-
702,Microsoft,1998,Nov,LinkExchange,Internet advertising network,-,265000000,-,-
703,Microsoft,1999,Jan,FASA Interactive,Video games,-,-,-,-
704,Microsoft,1999,Mar,CompareNet,Shopping online,-,-,-,-
705,Microsoft,1999,Mar,Numinous Technologies,Software,-,-,-,-
706,Microsoft,1999,Apr,Access Software,Video games,-,-,-,-
707,Microsoft,1999,Apr,Interactive Objects-Digital,Web music software,-,-,-,-
708,Microsoft,1999,Apr,Jump Networks,Internet service provider,-,-,-,-
709,Microsoft,1999,Jun,ShadowFactor Software,Wholesale computer software,-,-,-,-
710,Microsoft,1999,Jun,Omnibrowse,Internet software,-,-,-,-
711,Microsoft,1999,Jun,Intrinsa,Defect detection software,-,58900000,-,-
712,Microsoft,1999,Jul,Sendit,Application software,-,125420000,-,-
713,Microsoft,1999,Jul,Zoomit,Encryption software,-,-,-,-
714,Microsoft,1999,Jul,STNC,Community software,-,-,-,-
715,Microsoft,1999,Sep,Softway Systems,Computer programming,-,-,-,-
716,Microsoft,1999,Oct,Entropic,Software,-,-,-,-
717,Microsoft,2000,Jan,Visio Corporation,Wholesale drawing software,-,1375000000,-,-
718,Microsoft,2000,Feb,Peach Networks,Digital TV services,-,-,-,-
719,Microsoft,2000,Mar,Travelscape,Internet service provider,-,89750000,-,-
720,Microsoft,2000,Apr,Titus Communications,Cable television,-,944800000,-,-
721,Microsoft,2000,Jun,Bungie,Video games,-,-,-,-
722,Microsoft,2000,Jul,NetGames,Software,-,-,-,-
723,Microsoft,2000,Sep,MongoMusic,Online music search engine,-,65000000,-,-
724,Microsoft,2000,Sep,Pacific Microsonics,Digital audio technology,-,-,-,-
725,Microsoft,2000,Dec,Digital Anvil,Video games,-,-,-,-
726,Microsoft,2001,Mar,Vacationspot,Internet service provider,-,70850000,-,-
727,Microsoft,2001,Apr,Great Plains Software,Business management software,-,939884000,-,-
728,Microsoft,2001,May,Intellisol International,Software,-,-,-,-
729,Microsoft,2001,May,Ensemble Studios,Video games,-,-,-,-
730,Microsoft,2001,May,NCompass Labs,Internet software,-,36000000,-,-
731,Microsoft,2001,Jun,Maximal Innovative Intelligence,Software,-,20000000,-,-
732,Microsoft,2001,Jul,Yupi,Online Spanish portal,-,-,-,-
733,Microsoft,2002,Mar,Classic Custom Vacations,Travel agency,-,78000000,-,-
734,Microsoft,2002,May,Sales Management Systems,Software,-,-,-,-
735,Microsoft,2002,Jul,Navision,Software programming,-,1330000000,-,-
736,Microsoft,2002,Jul,Mobilocity,Computer consulting,-,-,-,-
737,Microsoft,2002,Sep,XDegrees,Security software,-,-,-,-
738,Microsoft,2002,Sep,Rare,Video games,-,375000000,-,-
739,Microsoft,2002,Dec,Vicinity,Online enterprise location,-,95849000,-,-
740,Microsoft,2003,Feb,Connectix,Software,-,-,-,-
741,Microsoft,2003,Mar,DCG,Internet software,-,-,-,-
742,Microsoft,2003,Apr,PlaceWare,Web conferencing,-,200000000,-,-
743,Microsoft,2003,May,G.A. Sullivan,Information technology,-,-,-,-
744,Microsoft,2003,Jun,GeCAD Software,Antivirus technology,-,-,-,-
745,Microsoft,2003,Aug,3DO Co-High Heat Baseball,Software,-,450000,-,-
